age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
27,technician,single,tertiary,no,-1745,yes,no,cellular,1,may,325,1,-1,0,failure,yes
36,management,married,secondary,no,4371,no,no,telephone,17,may,141,1,-1,0,success,no
31,technician,married,tertiary,no,-873,no,no,unknown,31,aug,163,9,-1,0,unknown,yes
45,entrepreneur,divorced,secondary,no,3013,yes,no,cellular,25,jul,180,2,-1,1,unknown,yes
37,housemaid,divorced,primary,no,1549,yes,no,unknown,5,jul,54,1,-1,0,unknown,no
33,technician,single,primary,no,5970,yes,no,cellular,26,jul,262,2,143,0,unknown,yes
54,admin.,single,primary,yes,1864,no,no,cellular,1,dec,180,3,102,0,unknown,no
33,entrepreneur,single,primary,no,5031,yes,no,cellular,27,aug,240,3,-1,0,unknown,yes
36,blue-collar,married,tertiary,no,5765,yes,no,cellular,18,may,126,4,-1,0,unknown,yes
42,blue-collar,married,secondary,no,5145,yes,no,cellular,23,aug,212,7,-1,0,unknown,yes
55,management,married,secondary,no,9747,yes,no,cellular,15,jul,236,4,-1,0,unknown,yes
31,admin.,married,secondary,no,7385,yes,no,cellular,9,may,142,2,-1,0,unknown,no
49,management,married,secondary,no,4766,yes,no,unknown,20,may,329,6,-1,0,success,yes
39,admin.,married,tertiary,no,-653,yes,no,unknown,4,aug,188,4,-1,0,unknown,no
46,blue-collar,married,tertiary,no,910,no,yes,cellular,10,may,135,2,295,0,unknown,no
52,unemployed,single,secondary,no,2525,yes,no,unknown,26,aug,230,2,629,0,other,yes
26,admin.,married,secondary,no,60,no,no,cellular,13,jan,814,4,-1,0,unknown,yes
30,services,married,secondary,no,-2172,no,no,cellular,20,nov,27,3,-1,1,unknown,no
38,entrepreneur,divorced,secondary,no,3158,no,no,telephone,12,apr,7,1,-1,0,unknown,no
43,management,married,secondary,no,5000,yes,no,cellular,25,jul,155,1,-1,0,unknown,no
32,admin.,married,secondary,no,6736,no,yes,unknown,6,feb,86,1,-1,0,unknown,no
36,blue-collar,single,tertiary,no,3773,no,no,telephone,11,nov,39,1,-1,0,unknown,no
64,retired,married,primary,no,920,no,yes,cellular,29,dec,178,2,-1,0,unknown,yes
35,blue-collar,married,secondary,no,4688,no,no,cellular,20,apr,228,1,-1,0,unknown,yes
66,blue-collar,married,secondary,no,171,yes,no,cellular,1,nov,395,1,-1,0,unknown,yes
35,blue-collar,married,primary,no,2265,no,yes,cellular,8,oct,83,4,-1,0,unknown,yes
39,admin.,single,tertiary,no,2883,no,no,cellular,18,jul,857,3,-1,2,unknown,yes
27,management,single,secondary,no,-3050,no,no,unknown,13,nov,294,3,-1,0,unknown,yes
50,services,single,secondary,no,-4603,yes,no,unknown,9,dec,100,9,-1,0,failure,no
50,blue-collar,married,primary,no,242,no,no,cellular,11,dec,1088,9,526,0,unknown,yes
33,admin.,married,tertiary,no,5191,yes,no,cellular,6,nov,299,2,-1,0,unknown,yes
49,technician,married,secondary,no,-651,no,no,unknown,9,apr,92,1,-1,0,unknown,no
45,blue-collar,married,tertiary,no,-1741,yes,no,cellular,25,jul,24,2,787,1,failure,no
51,technician,single,secondary,no,5542,no,no,cellular,12,nov,248,10,-1,0,unknown,no
43,services,divorced,secondary,no,74,no,no,cellular,31,may,70,1,-1,0,unknown,no
35,technician,single,secondary,no,-129,no,no,cellular,11,sep,881,6,406,0,unknown,yes
41,technician,divorced,secondary,no,3313,yes,no,cellular,20,may,91,12,-1,0,failure,no
49,management,divorced,tertiary,no,-878,yes,no,cellular,17,dec,250,2,-1,0,failure,yes
38,blue-collar,married,secondary,no,1716,yes,no,cellular,19,aug,99,4,-1,0,unknown,no
27,blue-collar,married,tertiary,no,-3077,yes,no,cellular,4,aug,258,2,-1,0,unknown,no
18,retired,married,secondary,no,1023,yes,no,unknown,10,aug,124,3,-1,0,unknown,yes
37,unemployed,married,unknown,no,-1208,no,no,cellular,16,jul,218,1,-1,0,unknown,no
39,management,married,secondary,no,-831,no,no,cellular,9,apr,468,1,-1,0,unknown,yes
30,services,married,secondary,no,6316,yes,no,telephone,14,jul,432,1,-1,0,failure,yes
43,blue-collar,married,primary,no,4332,yes,no,cellular,16,aug,303,1,-1,0,unknown,no
52,blue-collar,single,secondary,no,1101,yes,no,cellular,6,may,50,3,-1,0,success,no
53,services,married,secondary,no,-209,yes,no,telephone,7,may,159,3,537,0,other,no
52,self-employed,single,tertiary,no,-903,yes,no,cellular,25,aug,89,1,-1,0,unknown,yes
44,services,single,tertiary,no,276,no,no,cellular,24,aug,0,1,-1,1,unknown,yes
51,admin.,married,tertiary,no,1895,yes,no,cellular,24,nov,622,4,-1,1,unknown,yes
39,retired,married,secondary,no,5986,yes,yes,cellular,28,oct,63,2,-1,0,success,no
56,entrepreneur,married,primary,no,717,no,no,cellular,22,oct,383,2,-1,0,unknown,yes
45,services,married,tertiary,no,-1617,yes,no,cellular,24,aug,245,1,676,0,unknown,yes
41,self-employed,single,unknown,no,-745,no,yes,telephone,9,jul,314,1,-1,1,unknown,yes
24,technician,single,secondary,no,1472,yes,yes,telephone,2,may,314,1,-1,0,unknown,yes
43,blue-collar,married,secondary,no,-1041,no,no,cellular,7,aug,10,2,-1,2,failure,no
55,blue-collar,single,secondary,no,-2557,no,no,cellular,23,nov,10,5,-1,0,unknown,no
31,entrepreneur,single,secondary,no,-3969,no,no,telephone,1,may,465,2,-1,0,unknown,yes
36,entrepreneur,married,secondary,no,7862,no,no,unknown,22,may,74,2,27,0,failure,no
39,entrepreneur,single,secondary,no,1764,yes,yes,unknown,14,nov,227,2,-1,0,success,yes
34,retired,married,secondary,no,4895,yes,no,cellular,19,mar,316,1,-1,0,unknown,no
23,blue-collar,married,secondary,no,1820,yes,no,cellular,25,jul,669,1,-1,0,unknown,yes
50,admin.,married,secondary,no,404,no,no,cellular,22,aug,104,1,-1,0,unknown,yes
40,blue-collar,married,secondary,no,6208,yes,no,unknown,2,jul,20,1,-1,0,unknown,no
21,services,married,tertiary,no,-2292,no,no,cellular,5,aug,699,9,-1,0,unknown,yes
38,unemployed,married,secondary,no,6843,no,no,telephone,26,may,615,2,-1,0,unknown,yes
50,admin.,married,secondary,no,-4169,yes,no,cellular,31,oct,270,5,27,0,failure,no
64,retired,married,tertiary,no,4011,yes,no,cellular,3,nov,11,1,-1,0,unknown,no
26,housemaid,married,secondary,no,-763,no,no,cellular,14,may,213,2,-1,0,unknown,yes
25,technician,married,secondary,no,-354,no,no,cellular,1,aug,618,3,-1,0,success,yes
45,admin.,single,secondary,no,5566,yes,no,cellular,20,jul,182,4,-1,0,unknown,yes
50,services,divorced,tertiary,no,47,yes,no,unknown,1,jun,223,2,-1,0,unknown,no
19,retired,married,tertiary,no,1559,no,no,cellular,29,oct,274,2,405,1,unknown,no
53,services,single,tertiary,no,3164,yes,no,unknown,29,may,33,1,-1,0,unknown,no
31,technician,married,tertiary,no,346,yes,no,cellular,25,aug,193,3,-1,0,other,yes
41,blue-collar,married,tertiary,no,-1865,yes,no,cellular,16,jan,559,1,510,0,unknown,yes
56,blue-collar,married,secondary,no,8140,no,no,telephone,15,may,47,2,-1,0,unknown,no
35,technician,married,secondary,no,2581,yes,no,cellular,23,nov,315,5,-1,1,other,no
49,blue-collar,divorced,secondary,no,2095,no,no,cellular,23,may,193,1,695,0,unknown,yes
30,blue-collar,single,secondary,no,2202,yes,no,cellular,19,may,195,5,-1,2,unknown,yes
26,admin.,single,tertiary,no,717,no,no,cellular,20,may,494,1,448,0,unknown,yes
39,blue-collar,married,tertiary,no,-431,yes,no,telephone,20,oct,186,18,-1,0,other,yes
19,blue-collar,single,secondary,no,5770,no,no,unknown,22,nov,108,1,-1,0,unknown,no
42,technician,single,tertiary,no,-1944,yes,no,unknown,29,may,158,1,-1,0,unknown,yes
26,management,married,tertiary,no,-7,no,no,unknown,19,sep,270,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,1051,yes,no,telephone,2,aug,923,2,652,0,unknown,yes
32,services,married,tertiary,no,1626,no,yes,cellular,23,may,332,4,345,0,unknown,yes
28,retired,married,secondary,no,3035,yes,no,cellular,19,oct,55,6,-1,0,failure,no
37,services,single,secondary,no,3921,no,no,unknown,12,jul,587,1,791,0,unknown,yes
41,blue-collar,married,tertiary,no,1346,no,no,cellular,31,may,63,1,-1,0,unknown,no
52,management,divorced,tertiary,no,363,no,no,cellular,30,aug,362,7,-1,0,unknown,yes
40,blue-collar,married,tertiary,no,-3250,yes,no,cellular,23,sep,251,2,-1,0,failure,yes
46,unemployed,married,primary,no,-2684,yes,no,unknown,13,may,128,1,-1,0,unknown,no
26,technician,divorced,unknown,no,1774,no,no,cellular,13,aug,163,3,270,0,unknown,yes
47,student,married,secondary,no,-1310,yes,no,cellular,16,sep,682,6,-1,0,unknown,yes
47,self-employed,married,unknown,no,4710,yes,yes,unknown,30,may,143,2,-1,0,unknown,yes
38,blue-collar,divorced,tertiary,yes,2313,no,no,cellular,8,feb,224,2,-1,0,unknown,no
52,entrepreneur,married,secondary,no,-3526,no,no,cellular,24,may,768,2,-1,0,unknown,yes
28,admin.,divorced,primary,no,-717,no,no,cellular,22,may,121,1,-1,0,unknown,no
45,services,single,secondary,no,1038,no,no,unknown,26,apr,5,1,-1,0,unknown,no
31,management,married,tertiary,no,5216,yes,no,cellular,9,may,24,1,-1,1,unknown,no
52,services,married,tertiary,no,213,no,no,cellular,2,feb,28,7,-1,0,unknown,no
40,management,married,tertiary,no,359,no,no,unknown,11,may,180,1,-1,0,unknown,yes
37,management,married,secondary,no,3375,yes,no,cellular,21,dec,13,1,-1,0,unknown,no
53,blue-collar,married,secondary,no,696,no,no,cellular,12,sep,334,3,-1,0,unknown,yes
23,technician,single,secondary,no,-4395,no,no,telephone,15,may,319,8,804,0,unknown,no
27,student,married,primary,no,-2718,yes,no,telephone,9,may,1,1,-1,0,unknown,no
38,housemaid,married,tertiary,no,-1742,no,no,unknown,9,jul,800,5,-1,0,unknown,yes
33,admin.,single,tertiary,no,1246,yes,no,cellular,21,feb,250,7,-1,0,unknown,yes
42,admin.,single,tertiary,no,154,yes,no,telephone,31,jul,366,3,-1,0,unknown,yes
45,admin.,married,secondary,no,-2425,yes,no,cellular,14,may,32,2,-1,0,unknown,no
44,technician,married,secondary,no,752,yes,no,telephone,2,jul,3,4,-1,1,unknown,no
56,housemaid,married,tertiary,no,99,no,no,cellular,17,jun,335,5,-1,0,success,no
38,technician,single,secondary,no,-6002,no,no,cellular,20,sep,5,2,-1,1,unknown,no
43,technician,single,secondary,no,1931,yes,no,cellular,22,nov,0,4,-1,0,unknown,no
27,blue-collar,divorced,secondary,no,-3023,no,no,unknown,17,oct,208,1,-1,0,failure,no
43,entrepreneur,married,primary,no,6261,no,no,cellular,31,aug,21,5,-1,0,unknown,no
40,management,single,unknown,no,5906,yes,no,cellular,11,dec,492,2,-1,0,unknown,yes
40,admin.,married,tertiary,no,2778,yes,no,cellular,26,jul,243,1,-1,1,unknown,yes
45,management,single,tertiary,no,3136,yes,no,cellular,9,apr,69,1,-1,0,unknown,no
39,admin.,divorced,secondary,no,5235,no,no,cellular,16,nov,88,1,-1,2,unknown,no
32,unknown,single,secondary,no,1989,yes,no,cellular,3,may,467,2,-1,2,unknown,yes
37,student,married,secondary,no,5615,yes,no,unknown,2,apr,291,2,-1,2,unknown,yes
44,blue-collar,divorced,tertiary,no,4916,yes,no,unknown,3,may,166,4,-1,0,unknown,no
36,blue-collar,married,tertiary,no,5209,yes,no,cellular,28,jul,860,1,-1,1,unknown,yes
29,unemployed,married,tertiary,no,2254,yes,no,unknown,9,jul,140,1,-1,0,failure,yes
40,technician,married,primary,no,6548,yes,no,cellular,5,may,532,6,-1,1,unknown,yes
30,services,married,secondary,no,1814,yes,no,unknown,14,nov,279,1,-1,0,unknown,yes
35,management,single,tertiary,no,654,yes,yes,cellular,1,may,524,1,-1,0,success,yes
42,self-employed,married,secondary,no,-5362,yes,no,cellular,14,may,293,3,-1,0,unknown,yes
19,management,married,secondary,no,3546,yes,no,unknown,15,may,20,10,-1,1,unknown,no
32,admin.,married,tertiary,no,-4381,no,no,cellular,31,jul,949,13,-1,0,failure,yes
57,blue-collar,married,secondary,no,-737,yes,no,cellular,3,jul,76,3,-1,0,unknown,no
45,blue-collar,married,tertiary,no,-797,no,no,telephone,18,may,110,6,-1,0,unknown,yes
47,admin.,married,secondary,no,366,no,yes,cellular,30,may,212,10,-1,0,unknown,yes
49,blue-collar,married,tertiary,no,1032,no,no,unknown,25,aug,173,5,-1,0,unknown,no
47,blue-collar,divorced,secondary,no,8168,yes,yes,cellular,6,nov,237,3,-1,0,unknown,no
40,services,single,tertiary,no,1128,no,no,cellular,19,may,196,2,-1,0,unknown,no
29,technician,divorced,tertiary,no,3297,no,no,unknown,21,nov,108,4,-1,0,unknown,yes
38,self-employed,married,tertiary,no,-175,yes,no,telephone,26,oct,3,1,659,2,unknown,no
51,admin.,divorced,secondary,no,1144,yes,no,unknown,18,jun,61,4,-1,0,success,no
39,self-employed,single,primary,no,408,no,yes,cellular,16,dec,111,4,-1,1,failure,no
41,unknown,married,tertiary,no,694,yes,yes,telephone,8,may,1299,5,140,1,unknown,yes
56,blue-collar,married,secondary,no,1389,yes,no,telephone,3,nov,249,1,72,0,unknown,no
62,blue-collar,single,secondary,no,4465,yes,no,cellular,5,feb,61,7,-1,0,unknown,yes
42,admin.,single,tertiary,no,2387,yes,no,telephone,15,feb,256,1,-1,0,unknown,no
37,management,single,secondary,no,-1278,no,no,telephone,19,aug,355,1,334,1,other,yes
36,admin.,married,secondary,no,2647,no,no,telephone,24,aug,97,1,-1,0,unknown,no
47,management,married,secondary,no,-2075,yes,yes,cellular,3,apr,357,9,740,0,unknown,yes
48,blue-collar,married,tertiary,no,-4733,no,no,cellular,19,nov,81,3,-1,2,unknown,yes
40,technician,divorced,tertiary,no,-632,yes,no,cellular,5,nov,15,2,-1,0,other,yes
41,management,divorced,tertiary,no,2986,yes,no,unknown,3,aug,357,8,-1,0,success,yes
44,self-employed,married,tertiary,no,286,yes,no,cellular,25,jul,144,2,-1,0,unknown,no
55,admin.,single,secondary,no,2373,yes,no,cellular,16,jul,31,1,256,1,unknown,no
41,management,married,secondary,no,-2912,yes,no,cellular,15,jun,609,3,-1,0,unknown,yes
26,management,single,secondary,no,2915,no,no,cellular,12,may,266,3,-1,0,unknown,yes
45,unemployed,married,unknown,no,1350,yes,no,cellular,23,may,619,6,-1,0,unknown,yes
36,management,married,tertiary,no,2177,yes,no,unknown,4,nov,279,13,104,0,unknown,yes
43,management,married,tertiary,no,6500,no,no,cellular,4,may,134,1,-1,0,unknown,no
43,unemployed,married,secondary,no,435,yes,yes,cellular,3,jul,38,5,-1,0,unknown,no
50,admin.,single,tertiary,yes,3380,yes,no,unknown,5,jul,401,2,-1,0,unknown,yes
48,services,single,secondary,no,2628,yes,no,cellular,24,aug,478,7,-1,0,failure,yes
31,management,married,tertiary,no,1412,yes,yes,cellular,2,apr,157,5,-1,1,unknown,yes
48,admin.,married,primary,no,8520,no,yes,cellular,31,sep,85,2,-1,0,failure,no
30,services,divorced,tertiary,no,3303,yes,no,cellular,18,aug,86,5,-1,0,failure,no
47,technician,single,primary,no,-2985,no,no,telephone,26,jul,9,4,-1,1,unknown,no
38,management,married,primary,no,713,yes,no,cellular,29,may,708,9,-1,0,unknown,yes
30,technician,divorced,secondary,no,-3207,yes,no,cellular,1,may,284,8,818,0,unknown,yes
44,retired,single,unknown,no,482,yes,no,cellular,15,sep,0,4,-1,0,unknown,no
33,blue-collar,married,secondary,no,-529,yes,yes,cellular,24,apr,419,4,-1,0,unknown,yes
36,retired,married,primary,no,604,yes,no,cellular,12,may,16,5,-1,0,unknown,no
33,entrepreneur,married,primary,no,2038,yes,no,telephone,4,may,165,1,-1,0,unknown,no
30,technician,single,secondary,no,-1982,yes,no,cellular,26,may,2996,4,-1,0,unknown,yes
43,admin.,married,primary,no,3405,no,no,cellular,7,jul,8,1,-1,0,other,no
39,blue-collar,divorced,secondary,no,6523,no,no,unknown,13,aug,30,2,-1,0,success,no
45,self-employed,married,primary,no,-2109,yes,no,telephone,19,may,4,2,-1,0,unknown,no
68,retired,single,primary,no,-3807,yes,yes,cellular,16,jul,5,4,-1,0,unknown,yes
30,student,married,secondary,no,-1255,no,no,cellular,2,may,218,2,-1,0,unknown,no
40,retired,single,tertiary,no,5941,no,no,cellular,8,may,13,4,-1,0,unknown,yes
38,services,single,tertiary,no,-623,yes,no,cellular,26,may,22,2,-1,0,unknown,no
44,management,married,primary,no,-770,no,no,unknown,18,aug,30,4,-1,0,failure,no
37,blue-collar,married,tertiary,no,4075,yes,no,cellular,13,may,34,3,-1,0,unknown,no
54,admin.,married,primary,no,345,no,no,unknown,23,may,192,1,-1,0,unknown,yes
48,management,divorced,primary,no,3282,no,no,unknown,16,aug,76,7,-1,1,unknown,no
29,technician,single,primary,no,371,yes,yes,cellular,25,aug,363,2,747,1,unknown,yes
34,management,divorced,tertiary,no,1947,no,no,cellular,6,may,2,3,-1,0,unknown,no
48,blue-collar,single,tertiary,no,4045,no,no,unknown,29,jul,15,2,-1,0,unknown,no
51,admin.,divorced,secondary,yes,1276,no,no,cellular,18,may,52,12,-1,0,unknown,no
28,unknown,married,tertiary,no,1975,yes,no,telephone,26,apr,567,2,-1,0,unknown,yes
25,management,married,tertiary,no,-1833,yes,no,cellular,14,may,338,4,-1,1,failure,yes
35,blue-collar,married,secondary,no,6508,no,no,telephone,31,feb,5,2,412,0,unknown,no
58,technician,married,secondary,no,651,yes,no,cellular,19,feb,168,7,-1,0,unknown,no
23,student,married,primary,no,-942,yes,no,cellular,2,jul,528,7,-1,0,unknown,yes
31,management,married,secondary,no,-260,no,no,unknown,25,jul,722,1,-1,0,unknown,yes
20,blue-collar,single,primary,no,606,yes,no,cellular,8,jul,309,3,867,0,unknown,yes
39,blue-collar,single,tertiary,no,7056,yes,no,cellular,15,may,31,2,-1,0,unknown,no
46,blue-collar,married,primary,no,5183,yes,no,unknown,2,nov,40,1,-1,0,unknown,no
39,self-employed,married,secondary,no,2333,yes,no,telephone,5,may,275,1,-1,1,unknown,yes
55,technician,married,tertiary,no,4897,yes,no,cellular,16,dec,29,7,-1,0,unknown,no
27,technician,married,tertiary,no,6829,yes,no,telephone,29,may,237,3,-1,0,unknown,yes
46,blue-collar,married,secondary,no,5927,yes,no,unknown,6,aug,164,3,783,0,unknown,no
46,entrepreneur,single,secondary,no,5632,yes,no,cellular,23,may,165,1,-1,0,unknown,yes
22,technician,single,secondary,no,-2716,yes,no,cellular,16,aug,35,8,466,0,unknown,no
41,management,married,secondary,no,1224,no,no,unknown,19,jul,49,1,-1,1,unknown,no
64,technician,single,tertiary,no,3396,no,no,cellular,9,jun,136,3,-1,0,other,no
42,services,married,tertiary,no,-3548,no,no,cellular,10,oct,562,1,110,0,unknown,yes
34,technician,single,tertiary,no,-3930,no,no,cellular,23,may,403,4,-1,0,unknown,yes
46,services,single,tertiary,no,105,no,yes,cellular,31,feb,135,1,-1,0,unknown,no
26,unemployed,married,secondary,no,1361,yes,no,cellular,18,dec,990,2,-1,0,unknown,yes
52,blue-collar,married,tertiary,no,-2917,yes,no,unknown,29,nov,241,3,-1,2,success,no
43,management,divorced,secondary,no,1262,no,yes,unknown,18,jun,251,3,863,0,unknown,yes
45,unemployed,married,secondary,no,5466,no,no,cellular,8,dec,1675,1,-1,0,failure,yes
40,management,married,primary,no,4931,no,no,cellular,15,jul,90,4,-1,2,unknown,yes
35,management,married,secondary,no,2888,no,no,unknown,6,jun,27,8,-1,0,unknown,no
39,admin.,married,secondary,no,-3230,no,no,cellular,31,may,61,1,56,0,unknown,no
29,services,married,primary,no,980,no,no,cellular,8,may,166,9,-1,0,unknown,no
38,admin.,single,tertiary,no,809,no,no,unknown,1,aug,645,4,-1,1,success,yes
31,technician,married,secondary,no,5487,no,no,cellular,12,jul,917,1,843,0,success,yes
34,admin.,married,tertiary,no,-3337,no,no,cellular,30,may,7,6,-1,0,unknown,no
32,blue-collar,divorced,tertiary,no,-416,yes,no,cellular,25,jul,148,2,-1,0,failure,no
29,services,single,tertiary,no,-2953,yes,yes,cellular,24,may,369,2,-1,0,unknown,yes
42,admin.,married,tertiary,no,3444,no,no,telephone,20,dec,255,2,-1,0,unknown,yes
46,admin.,divorced,tertiary,no,1655,yes,no,telephone,16,jul,4,1,-1,0,failure,no
38,services,married,secondary,no,3668,yes,yes,cellular,16,jul,461,1,-1,0,unknown,yes
32,blue-collar,divorced,secondary,no,-886,no,no,telephone,28,may,61,2,690,0,unknown,no
34,technician,married,tertiary,no,2235,no,no,cellular,3,aug,272,1,-1,0,unknown,yes
35,retired,single,tertiary,no,-2822,no,no,telephone,30,may,22,6,-1,0,unknown,no
38,admin.,married,secondary,no,-1744,yes,no,cellular,26,dec,141,2,752,0,unknown,no
18,services,married,tertiary,no,6925,no,no,cellular,19,may,180,2,773,0,unknown,yes
48,unemployed,divorced,secondary,no,1977,yes,no,cellular,5,apr,200,3,-1,0,unknown,no
43,blue-collar,divorced,secondary,no,1037,yes,no,unknown,11,may,296,5,-1,0,unknown,no
37,admin.,married,tertiary,no,1132,yes,no,cellular,6,may,211,6,241,0,unknown,yes
25,student,married,tertiary,no,-4554,no,no,unknown,3,may,819,4,-1,1,unknown,yes
29,management,married,primary,no,1664,yes,yes,unknown,8,sep,519,2,-1,0,unknown,yes
44,unknown,divorced,primary,no,4130,no,no,unknown,13,nov,252,7,66,0,unknown,yes
51,admin.,divorced,primary,no,-1191,no,no,cellular,1,jul,501,1,-1,2,failure,yes
36,management,married,tertiary,no,38,yes,no,cellular,1,may,254,1,67,0,unknown,no
19,management,single,primary,no,3600,no,no,cellular,3,jun,130,4,-1,1,success,no
45,blue-collar,married,tertiary,no,720,no,no,cellular,3,oct,739,5,-1,0,other,yes
40,technician,single,secondary,no,5886,no,no,cellular,2,may,107,1,-1,0,unknown,no
45,blue-collar,married,tertiary,no,4842,no,no,cellular,3,apr,377,6,-1,0,unknown,yes
46,retired,married,secondary,no,2551,yes,no,cellular,28,dec,237,2,-1,0,unknown,no
34,services,married,secondary,no,-1963,yes,no,cellular,25,jun,449,6,122,0,unknown,yes
30,blue-collar,married,unknown,no,818,yes,no,cellular,25,may,227,2,-1,1,unknown,yes
51,blue-collar,married,tertiary,no,1049,no,no,cellular,25,aug,1,4,-1,0,other,no
45,management,married,tertiary,no,-2383,no,no,cellular,31,nov,212,1,-1,0,unknown,no
42,blue-collar,single,tertiary,no,1530,yes,yes,unknown,9,jul,202,2,-1,0,unknown,yes
57,student,married,secondary,no,1154,no,no,cellular,26,nov,179,1,-1,0,other,yes
53,blue-collar,married,secondary,no,-1967,yes,no,unknown,27,may,75,9,-1,0,unknown,no
43,self-employed,single,secondary,no,-761,yes,no,cellular,2,aug,45,6,281,0,unknown,no
36,blue-collar,married,tertiary,no,-3744,yes,yes,cellular,6,jan,40,3,-1,0,unknown,no
31,retired,single,secondary,no,-113,no,yes,unknown,18,dec,93,1,846,0,unknown,no
47,blue-collar,single,secondary,no,1761,yes,no,cellular,7,may,186,2,-1,0,unknown,no
41,blue-collar,married,tertiary,no,-1404,yes,no,telephone,21,oct,46,3,292,0,unknown,no
47,technician,married,secondary,no,-5099,no,no,cellular,1,apr,56,4,-1,0,unknown,no
43,unknown,married,secondary,no,4561,yes,no,cellular,22,may,193,3,-1,0,unknown,yes
39,retired,single,tertiary,no,2818,no,no,telephone,2,may,201,1,-1,1,unknown,no
42,self-employed,married,secondary,no,3045,yes,no,telephone,2,sep,117,8,-1,0,unknown,no
29,blue-collar,single,primary,no,-979,yes,yes,cellular,5,dec,84,2,426,0,unknown,no
34,blue-collar,divorced,secondary,no,2842,no,no,cellular,26,apr,248,1,-1,0,unknown,yes
20,housemaid,married,secondary,no,4155,yes,no,cellular,31,may,160,2,-1,0,unknown,yes
35,management,single,unknown,no,371,yes,no,cellular,10,may,939,5,-1,0,unknown,yes
21,retired,married,secondary,no,1845,yes,yes,cellular,20,oct,52,5,-1,0,unknown,no
42,admin.,divorced,secondary,no,1656,no,yes,cellular,3,may,346,3,-1,0,other,yes
38,admin.,married,primary,no,-7857,yes,no,cellular,3,may,311,1,-1,0,unknown,yes
24,admin.,married,tertiary,no,203,no,yes,unknown,18,may,239,2,556,1,unknown,yes
47,retired,married,primary,no,3277,no,yes,cellular,25,may,70,4,248,0,unknown,no
32,management,married,primary,no,2218,no,yes,cellular,20,may,254,3,-1,0,unknown,yes
32,management,divorced,tertiary,no,-2737,no,no,cellular,9,jul,411,8,712,0,failure,yes
44,admin.,married,secondary,no,3683,yes,no,cellular,28,nov,8,4,-1,0,success,no
45,entrepreneur,married,tertiary,no,-502,yes,no,unknown,13,nov,72,4,758,1,unknown,no
38,entrepreneur,single,secondary,no,2228,yes,no,cellular,13,may,385,1,-1,0,unknown,yes
41,blue-collar,divorced,primary,no,-165,yes,no,telephone,30,aug,143,6,-1,0,unknown,no
41,technician,single,tertiary,no,3733,no,no,cellular,15,jun,33,12,-1,1,unknown,yes
40,management,married,unknown,no,1407,yes,no,unknown,29,aug,623,2,-1,0,unknown,yes
42,admin.,married,secondary,no,-5733,yes,yes,cellular,13,aug,335,1,-1,0,unknown,yes
30,unemployed,single,tertiary,no,85,no,no,cellular,6,may,485,2,-1,0,unknown,yes
38,admin.,married,secondary,no,5932,yes,no,cellular,13,aug,16,3,-1,0,unknown,no
36,housemaid,single,tertiary,no,4302,yes,no,telephone,27,oct,65,1,-1,0,unknown,no
28,unemployed,divorced,primary,no,1102,no,no,cellular,16,mar,345,2,-1,0,unknown,yes
46,management,married,primary,no,-11,yes,yes,unknown,17,aug,224,2,-1,0,unknown,yes
31,blue-collar,married,primary,no,-401,yes,no,unknown,19,may,76,1,-1,0,unknown,no
42,management,married,secondary,no,2465,yes,yes,cellular,18,may,346,2,-1,0,unknown,yes
48,admin.,single,primary,no,1657,yes,yes,cellular,27,aug,625,1,-1,0,unknown,yes
40,management,married,unknown,no,8080,yes,no,cellular,18,may,136,4,781,0,unknown,yes
39,unemployed,single,secondary,no,1059,yes,no,cellular,7,may,58,4,-1,0,unknown,no
24,management,married,secondary,no,2998,no,no,telephone,17,jul,210,5,-1,0,unknown,yes
45,admin.,married,primary,no,2570,yes,yes,cellular,17,nov,1069,1,-1,1,unknown,yes
48,retired,married,secondary,no,-4381,yes,yes,cellular,27,may,63,2,-1,0,unknown,no
18,unknown,single,tertiary,no,-966,no,no,unknown,28,jul,280,1,381,0,unknown,no
31,blue-collar,married,tertiary,no,3589,yes,no,cellular,8,may,212,1,-1,1,failure,yes
41,technician,single,secondary,no,1208,yes,no,telephone,20,aug,43,2,-1,0,unknown,no
48,blue-collar,divorced,secondary,no,-102,no,no,cellular,28,may,65,1,-1,0,unknown,no
40,services,married,unknown,no,6596,yes,no,telephone,9,oct,136,2,-1,0,other,no
48,management,single,secondary,no,2074,no,no,cellular,6,apr,135,1,172,0,failure,yes
26,management,single,tertiary,no,-3071,no,no,telephone,16,jul,107,2,399,0,unknown,no
46,blue-collar,single,secondary,no,-1643,no,no,cellular,2,may,146,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,-2885,yes,no,telephone,2,jul,193,2,-1,0,unknown,yes
38,technician,single,secondary,no,-1875,yes,no,cellular,19,may,268,1,475,0,unknown,no
26,blue-collar,divorced,secondary,no,4632,yes,no,cellular,27,oct,155,3,-1,0,unknown,no
28,management,married,primary,no,-1707,no,yes,telephone,7,jul,762,9,-1,0,unknown,yes
63,technician,married,tertiary,no,-2782,no,no,unknown,16,jul,235,1,-1,0,unknown,yes
38,blue-collar,single,primary,no,5514,no,yes,cellular,16,may,50,7,-1,0,unknown,no
